0.00,99.00
53.00,77.70
46.00,182.40
86.00,135.40
67.00,219.30
100.00,154.00
79.00,221.10
100.00,167.00
80.00,220.00
102.00,163.80
81.00,217.90
99.00,168.10
81.00,214.90
101.00,163.90
79.00,219.10
100.00,164.00
81.00,214.90
100.00,165.00
79.00,218.10
99.00,166.10
84.00,208.60
97.00,172.30
82.00,209.80
96.00,173.40
87.00,200.30
93.00,181.70
85.00,201.50
95.00,177.50
87.00,199.30
92.00,183.80
87.00,197.30
95.00,178.50
85.00,202.50
93.00,180.70
87.00,198.30
95.00,178.50
84.00,204.60
94.00,178.60
88.00,197.20
93.00,182.70
86.00,199.40
93.00,181.70
90.00,192.00
89.00,191.10
89.00,191.10
92.00,185.80
89.00,193.10
90.00,189.00
89.00,192.10
94.00,181.60
86.00,199.40
92.00,182.80
88.00,195.20
94.00,180.60
85.00,201.50
93.00,180.70
89.00,194.10
91.00,186.90
87.00,196.30
92.00,184.80
91.00,189.90
88.00,194.20
90.00,189.00
91.00,188.90
90.00,191.00
89.00,192.10
90.00,190.00
93.00,184.70
86.00,199.40
92.00,183.80
88.00,196.20
94.00,181.60
85.00,202.50
94.00,179.60
89.00,195.10
91.00,186.90
87.00,196.30
92.00,184.80
91.00,189.90
88.00,194.20
90.00,189.00
92.00,186.80
89.00,193.10
90.00,189.00
89.00,192.10
94.00,181.60
85.00,201.50
93.00,180.70
88.00,196.20
93.00,182.70
86.00,199.40
92.00,183.80
91.00,189.90
89.00,192.10
90.00,189.00
90.00,190.00
92.00,185.80
87.00,196.30
91.00,185.90
91.00,188.90
