0.00,126.00
63.00,121.50
66.00,150.30
75.00,161.10
77.00,174.00
84.00,176.70
88.00,177.40
84.00,185.80
87.00,186.90
91.00,184.20
88.00,188.10
88.00,189.80
89.00,190.30
93.00,185.40
87.00,191.80
89.00,191.20
91.00,189.40
91.00,188.60
88.00,192.10
90.00,190.80
93.00,186.50
88.00,191.30
89.00,191.30
90.00,190.90
92.00,188.00
88.00,192.20
90.00,190.80
93.00,186.50
89.00,189.80
89.00,190.40
90.00,189.90
93.00,185.50
87.00,191.80
89.00,191.20
92.00,187.90
89.00,190.70
89.00,191.40
90.00,190.90
93.00,186.50
87.00,192.80
90.00,190.70
91.00,189.50
91.00,188.60
88.00,192.10
90.00,190.80
93.00,186.50
88.00,191.30
89.00,191.30
91.00,189.40
92.00,187.10
88.00,191.20
90.00,189.80
93.00,185.50
88.00,190.30
89.00,190.30
90.00,189.90
92.00,187.00
88.00,191.20
89.00,191.30
92.00,187.90
89.00,190.70
89.00,191.40
90.00,190.90
94.00,185.00
87.00,191.90
89.00,191.20
92.00,187.90
90.00,189.20
89.00,190.50
89.00,191.40
94.00,184.90
87.00,191.90
89.00,191.20
91.00,189.40
92.00,187.10
88.00,191.20
89.00,191.30
93.00,186.40
88.00,191.30
89.00,191.30
90.00,190.90
93.00,186.50
87.00,192.80
90.00,190.70
92.00,188.00
90.00,189.20
89.00,190.50
89.00,191.40
94.00,184.90
86.00,193.40
90.00,190.60
91.00,189.50
91.00,188.60
88.00,192.10
90.00,190.80
93.00,186.50
87.00,192.80
90.00,190.70
91.00,189.50
91.00,188.60

