0.00,99.00
53.00,128.05
69.00,149.30
74.00,165.35
79.00,175.85
85.00,180.20
89.00,180.90
85.00,186.70
88.00,188.05
92.00,185.60
88.00,188.40
88.00,190.20
89.00,191.05
94.00,186.35
87.00,190.65
89.00,191.00
91.00,189.80
91.00,188.90
88.00,191.35
90.00,190.90
93.00,187.55
88.00,190.45
89.00,191.05
90.00,190.95
92.00,188.70
88.00,191.40
89.00,192.05
93.00,188.50
89.00,190.30
89.00,191.10
90.00,190.95
93.00,187.55
88.00,190.45
89.00,191.05
91.00,189.80
91.00,188.90
88.00,191.35
90.00,190.90
93.00,187.55
88.00,190.45
89.00,191.05
90.00,190.95
92.00,188.70
88.00,191.40
89.00,192.05
93.00,188.50
89.00,190.30
89.00,191.10
90.00,190.95
93.00,187.55
88.00,190.45
89.00,191.05
91.00,189.80
91.00,188.90
88.00,191.35
90.00,190.90
93.00,187.55
88.00,190.45
89.00,191.05
90.00,190.95
92.00,188.70
88.00,191.40
89.00,192.05
93.00,188.50
89.00,190.30
89.00,191.10
90.00,190.95
93.00,187.55
88.00,190.45
89.00,191.05
92.00,188.65
91.00,187.95
88.00,190.35
89.00,191.05
93.00,187.50
88.00,190.45
89.00,191.05
90.00,190.95
93.00,187.55
88.00,190.45
89.00,191.05
92.00,188.65
90.00,189.10
88.00,191.30
90.00,190.90
93.00,187.55
88.00,190.45
89.00,191.05
91.00,189.80
91.00,188.90
88.00,191.35
89.00,192.05
93.00,188.50
89.00,190.30
89.00,191.10
90.00,190.95
92.00,188.70
88.00,191.40
89.00,192.05
93.00,188.50
