0.00,234.00
105.00,40.50
28.00,243.90
108.00,82.20
43.00,247.70
109.00,110.00
61.00,227.20
102.00,140.70
69.00,221.90
101.00,153.20
78.00,207.50
95.00,171.30
82.00,203.10
97.00,169.30
82.00,204.30
94.00,178.40
86.00,197.20
95.00,176.10
83.00,204.40
94.00,180.50
89.00,191.10
91.00,186.20
87.00,196.20
92.00,185.30
92.00,183.80
86.00,198.00
92.00,185.20
90.00,189.20
90.00,189.00
88.00,194.40
91.00,188.10
93.00,182.00
86.00,198.10
92.00,185.20
89.00,191.90
92.00,184.50
86.00,199.00
92.00,186.20
91.00,187.50
88.00,194.50
90.00,190.80
90.00,191.00
93.00,182.90
86.00,199.10
92.00,186.20
91.00,187.50
89.00,191.80
89.00,192.60
90.00,190.90
93.00,182.90
85.00,201.80
93.00,184.40
90.00,190.30
91.00,187.30
87.00,197.20
92.00,186.30
92.00,184.80
87.00,196.30
91.00,188.00
90.00,190.10
91.00,187.30
88.00,194.50
90.00,190.80
93.00,182.90
86.00,199.10
92.00,186.20
88.00,195.60
94.00,181.00
85.00,201.90
93.00,184.40
90.00,190.30
90.00,190.00
89.00,192.70
90.00,190.90
93.00,182.90
85.00,201.80
93.00,184.40
90.00,190.30
90.00,190.00
89.00,192.70
90.00,190.90
93.00,182.90
86.00,199.10
92.00,186.20
90.00,190.20
91.00,187.30
88.00,194.50
91.00,188.10
92.00,184.70
87.00,196.30
91.00,188.00
89.00,192.80
93.00,182.80
86.00,199.10
92.00,186.20
91.00,187.50
89.00,191.80
89.00,192.60
90.00,190.90
93.00,182.90
