0.00,54.00
35.00,74.50
46.00,97.80
53.00,116.00
60.00,130.30
71.00,138.30
73.00,147.50
73.00,156.20
77.00,161.90
84.00,163.90
80.00,170.40
82.00,173.60
86.00,175.00
88.00,176.00
85.00,179.30
86.00,180.80
90.00,180.10
87.00,182.60
87.00,183.80
88.00,184.60
92.00,182.90
87.00,185.80
88.00,186.10
92.00,184.40
89.00,185.90
88.00,186.80
89.00,187.00
94.00,184.10
88.00,186.80
89.00,186.50
91.00,185.70
91.00,185.40
88.00,187.00
89.00,187.00
93.00,184.80
88.00,187.20
89.00,187.00
90.00,186.90
92.00,185.60
88.00,187.60
89.00,187.50
93.00,185.30
89.00,187.00
89.00,187.10
89.00,187.60
93.00,185.30
88.00,187.70
89.00,187.50
92.00,186.00
90.00,186.70
88.00,187.90
89.00,188.00
94.00,185.10
88.00,187.80
89.00,187.50
91.00,186.70
91.00,186.40
88.00,188.00
89.00,188.00
93.00,185.80
88.00,188.20
89.00,188.00
91.00,187.20
92.00,186.20
88.00,188.10
89.00,188.00
93.00,185.80
89.00,187.50
89.00,187.60
89.00,188.10
93.00,185.80
88.00,188.20
89.00,188.00
92.00,186.50
90.00,187.20
88.00,188.40
89.00,188.50
93.00,186.30
88.00,188.70
89.00,188.50
91.00,187.70
91.00,187.40
88.00,189.00
90.00,188.30
93.00,186.40
89.00,188.00
89.00,188.10
90.00,187.90
92.00,186.60
88.00,188.60
89.00,188.50
93.00,186.30
89.00,188.00
89.00,188.10
90.00,187.90
93.00,185.90
88.00,188.20
89.00,188.00
92.00,186.50
90.00,187.20
