11,0
11,1
12,2
13,3
13,4
14,5
15,6
15,7
16,8
16,9
16,10
17,11
17,12
18,13
18,14
18,15
19,16
20,17
19,18
20,19
20,20
20,21
21,22
21,23
21,24
22,25
21,26
22,27
23,28
22,29
23,30
24,31
22,32
24,33
25,34
24,35
25,36
25,37
25,38
26,39
25,40
26,41
27,42
25,43
27,44
28,45
26,46
28,47
29,48
27,49
29,50
29,51
28,52
30,53
29,54
30,55
31,56
28,57
31,58
32,59
29,60
32,61
32,62
30,63
33,64
32,65
32,66
33,67
32,68
33,69
34,70
32,71
34,72
35,73
32,74
35,75
36,76
33,77
36,78
36,79
35,80
37,81
35,82
36,83
38,84
35,85
38,86
39,87
35,88
38,89
39,90
36,91
39,92
38,93
38,94
40,95
38,96
39,97
41,98
38,99
40,100
42,101
38,102
42,103
41,104
40,105
43,106
40,107
42,108
43,109
40,110
43,111
42,112
41,113
44,114
42,115
44,116
45,117
42,118
45,119
44,120
43,121
46,122
43,123
45,124
47,125
44,126
47,127
46,128
45,129
48,130
45,131
46,132
48,133
45,134
48,135
47,136
46,137
49,138
47,139
48,140
50,141
47,142
50,143
49,144
48,145
51,146
48,147
49,148
51,149
49,150
51,151
51,152
49,153
53,154
50,155
51,156
53,157
50,158
52,159
52,160
51,161
54,162
52,163
52,164
54,165
52,166
54,167
54,168
53,169
56,170
53,171
53,172
56,173
54,174
55,175
55,176
54,177
57,178
55,179
55,180
57,181
55,182
56,183
56,184
56,185
58,186
56,187
56,188
59,189
57,190
58,191
58,192
57,193
59,194
58,195
58,196
60,197
58,198
59,199
59,200
59,201
61,202
59,203
59,204
61,205
60,206
60,207
61,208
60,209
62,210
61,211
61,212
63,213
61,214
62,215
62,216
62,217
63,218
62,219
62,220
64,221
63,222
63,223
63,224
63,225
64,226
63,227
64,228
65,229
64,230
64,231
64,232
64,233
65,234
65,235
65,236
66,237
65,238
65,239
66,240
66,241
66,242
66,243
66,244
67,245
66,246
66,247
67,248
67,249
67,250
67,251
67,252
67,253
67,254
68,255
68,254
68,253
68,252
67,251
67,250
67,249
67,248
67,247
67,246
67,245
67,244
66,243
66,242
66,241
66,240
66,239
66,238
65,237
66,236
65,235
65,234
65,233
65,232
64,231
65,230
64,229
64,228
64,227
64,226
65,225
63,224
63,223
64,222
63,221
63,220
63,219
62,218
63,217
62,216
62,215
63,214
61,213
62,212
61,211
61,210
62,209
61,208
60,207
62,206
60,205
60,204
60,203
59,202
61,201
59,200
59,199
61,198
59,197
59,196
59,195
58,194
60,193
58,192
57,191
59,190
57,189
57,188
58,187
57,186
58,185
56,184
56,183
58,182
56,181
56,180
57,179
55,178
57,177
55,176
54,175
57,174
54,173
54,172
55,171
53,170
55,169
53,168
53,167
56,166
53,165
53,164
54,163
52,162
54,161
52,160
51,159
54,158
51,157
51,156
53,155
50,154
52,153
51,152
49,151
52,150
49,149
50,148
51,147
49,146
51,145
49,144
48,143
51,142
48,141
48,140
50,139
47,138
49,137
48,136
46,135
49,134
46,133
47,132
49,131
45,130
48,129
47,128
45,127
47,126
45,125
45,124
47,123
44,122
46,121
45,120
43,119
46,118
43,117
43,116
45,115
42,114
44,113
44,112
41,111
44,110
42,109
42,108
44,107
40,106
42,105
42,104
39,103
42,102
40,101
40,100
42,99
38,98
40,97
41,96
38,95
40,94
40,93
37,92
40,91
39,90
37,89
39,88
37,87
37,86
39,85
35,84
37,83
38,82
34,81
37,80
37,79
34,78
36,77
36,76
34,75
36,74
34,73
34,72
35,71
33,70
34,69
35,68
31,67
34,66
34,65
31,64
33,63
33,62
31,61
33,60
31,59
31,58
32,57
29,56
31,55
31,54
28,53
30,52
30,51
28,50
30,49
29,48
28,47
29,46
28,45
28,44
28,43
26,42
27,41
27,40
25,39
27,38
27,37
24,36
26,35
26,34
24,33
25,32
24,31
24,30
24,29
23,28
23,27
23,26
21,25
22,24
23,23
21,22
22,21
21,20
20,19
21,18
20,17
20,16
20,15
19,14
19,13
19,12
17,11
18,10
18,9
16,8
17,7
16,6
15,5
15,4
15,3
14,2
14,1
13,0
