0.00,162.00
78.00,103.80
59.00,159.70
78.00,152.70
74.00,174.20
84.00,170.80
86.00,174.00
83.00,183.90
86.00,184.90
90.00,181.60
87.00,187.70
88.00,188.50
89.00,188.70
93.00,182.20
86.00,192.90
90.00,188.60
91.00,187.10
90.00,188.10
88.00,191.80
90.00,189.80
93.00,184.30
87.00,193.00
90.00,189.70
90.00,190.00
92.00,186.20
87.00,193.90
90.00,190.70
93.00,185.30
88.00,192.10
90.00,189.80
90.00,190.00
92.00,186.20
87.00,193.90
90.00,190.70
93.00,185.30
88.00,192.10
90.00,189.80
89.00,191.90
94.00,183.30
86.00,195.00
91.00,188.70
91.00,188.20
90.00,189.10
89.00,190.90
90.00,189.90
93.00,184.30
87.00,193.00
90.00,189.70
91.00,188.10
91.00,187.20
88.00,191.90
90.00,189.80
93.00,184.30
87.00,193.00
90.00,189.70
90.00,190.00
92.00,186.20
87.00,193.90
90.00,190.70
93.00,185.30
88.00,192.10
90.00,189.80
90.00,190.00
92.00,186.20
87.00,193.90
90.00,190.70
93.00,185.30
88.00,192.10
90.00,189.80
89.00,191.90
94.00,183.30
86.00,195.00
91.00,188.70
91.00,188.20
90.00,189.10
89.00,190.90
90.00,189.90
93.00,184.30
87.00,193.00
90.00,189.70
91.00,188.10
91.00,187.20
88.00,191.90
90.00,189.80
93.00,184.30
87.00,193.00
90.00,189.70
91.00,188.10
91.00,187.20
88.00,191.90
90.00,189.80
93.00,184.30
87.00,193.00
90.00,189.70
90.00,190.00
92.00,186.20
87.00,193.90
90.00,190.70
93.00,185.30
88.00,192.10
