0.00,108.00
56.00,125.20
68.00,149.20
75.00,163.30
78.00,175.10
84.00,179.60
89.00,179.70
85.00,186.40
88.00,187.10
91.00,185.50
89.00,187.40
88.00,189.50
89.00,190.10
93.00,186.00
87.00,191.20
89.00,191.00
91.00,189.60
91.00,188.80
88.00,191.70
90.00,190.80
93.00,187.10
88.00,190.90
89.00,191.10
90.00,190.90
93.00,187.10
88.00,190.90
89.00,191.10
93.00,187.00
89.00,189.60
88.00,191.50
90.00,190.80
93.00,187.10
88.00,190.90
89.00,191.10
92.00,188.30
90.00,189.20
89.00,190.30
89.00,191.20
94.00,185.70
87.00,191.30
89.00,191.00
91.00,189.60
92.00,187.50
88.00,190.80
89.00,191.10
93.00,187.00
89.00,189.60
89.00,190.20
90.00,189.90
92.00,187.40
88.00,190.80
89.00,191.10
92.00,188.30
90.00,189.20
89.00,190.30
89.00,191.20
94.00,185.70
87.00,191.30
89.00,191.00
92.00,188.30
91.00,187.90
88.00,190.70
89.00,191.10
93.00,187.00
88.00,190.90
89.00,191.10
90.00,190.90
92.00,188.40
88.00,191.80
89.00,192.10
93.00,188.00
89.00,190.60
89.00,191.20
90.00,190.90
93.00,187.10
88.00,190.90
89.00,191.10
92.00,188.30
90.00,189.20
88.00,191.60
90.00,190.80
93.00,187.10
88.00,190.90
89.00,191.10
91.00,189.60
91.00,188.80
88.00,191.70
90.00,190.80
93.00,187.10
88.00,190.90
89.00,191.10
90.00,190.90
92.00,188.40
88.00,191.80
89.00,192.10
93.00,188.00
89.00,190.60
89.00,191.20
90.00,190.90
93.00,187.10
