0.00,99.00
53.00,109.50
61.00,155.70
76.00,165.40
79.00,180.90
87.00,181.10
89.00,184.30
86.00,190.60
89.00,188.90
92.00,186.60
89.00,190.30
89.00,190.10
89.00,191.10
94.00,184.60
86.00,194.60
91.00,187.90
90.00,190.40
91.00,188.50
88.00,192.40
90.00,190.20
93.00,186.50
88.00,192.20
90.00,189.20
90.00,190.00
91.00,188.50
88.00,192.40
90.00,190.20
93.00,186.50
88.00,192.20
90.00,189.20
90.00,190.00
92.00,187.00
87.00,193.30
90.00,189.80
92.00,188.00
89.00,191.30
89.00,191.10
90.00,190.60
93.00,186.50
87.00,193.70
90.00,189.80
92.00,188.00
89.00,191.30
89.00,191.10
90.00,190.60
93.00,186.50
87.00,193.70
90.00,189.80
91.00,189.50
91.00,188.90
88.00,192.40
90.00,190.20
93.00,186.50
87.00,193.70
90.00,189.80
90.00,191.00
92.00,188.00
88.00,192.80
90.00,190.20
93.00,186.50
88.00,192.20
90.00,189.20
90.00,190.00
92.00,187.00
88.00,191.80
89.00,190.70
93.00,186.10
88.00,192.20
89.00,190.70
90.00,190.60
93.00,186.50
87.00,193.70
90.00,189.80
92.00,188.00
89.00,191.30
89.00,191.10
90.00,190.60
93.00,186.50
87.00,193.70
90.00,189.80
91.00,189.50
90.00,190.40
89.00,191.50
90.00,190.60
93.00,186.50
87.00,193.70
90.00,189.80
91.00,189.50
91.00,188.90
88.00,192.40
90.00,190.20
93.00,186.50
88.00,192.20
90.00,189.20
90.00,190.00
92.00,187.00
88.00,191.80
89.00,190.70
93.00,186.10
88.00,192.20
