0.00,99.00
53.00,120.10
66.00,150.80
75.00,165.70
79.00,177.30
86.00,180.00
89.00,181.50
85.00,188.30
88.00,188.60
92.00,186.00
89.00,188.70
88.00,190.40
90.00,189.60
93.00,186.10
87.00,191.50
90.00,189.40
92.00,187.40
90.00,188.40
88.00,190.60
89.00,190.90
94.00,185.60
87.00,191.70
89.00,190.70
91.00,189.50
91.00,188.90
88.00,191.80
90.00,190.60
93.00,187.10
88.00,191.20
89.00,190.90
90.00,190.80
92.00,188.40
88.00,192.00
90.00,190.60
93.00,187.10
89.00,189.90
89.00,190.10
90.00,189.80
93.00,186.10
87.00,191.50
90.00,189.40
92.00,187.40
89.00,189.70
89.00,190.10
90.00,189.80
93.00,186.10
87.00,191.50
89.00,190.70
92.00,188.20
90.00,189.40
89.00,190.30
89.00,191.10
94.00,185.60
87.00,191.70
89.00,190.70
91.00,189.50
92.00,187.60
88.00,191.00
90.00,189.60
92.00,187.40
89.00,189.70
89.00,190.10
90.00,189.80
92.00,187.40
88.00,191.00
90.00,189.60
92.00,187.40
89.00,189.70
88.00,191.40
90.00,190.60
94.00,185.80
87.00,191.70
89.00,190.70
92.00,188.20
90.00,189.40
89.00,190.30
89.00,191.10
94.00,185.60
87.00,191.70
89.00,190.70
91.00,189.50
92.00,187.60
88.00,191.00
90.00,189.60
93.00,186.10
88.00,190.20
89.00,189.90
89.00,191.10
93.00,186.90
87.00,192.50
90.00,190.40
92.00,188.40
90.00,189.40
88.00,191.60
90.00,190.60
93.00,187.10
88.00,191.20
89.00,190.90
92.00,188.20
90.00,189.40
